compound,n_sources,raw_instability,ablated_instability
JCP2022_001876,5,0.528277438485174,0.5207181203871774
JCP2022_001877,5,0.8619383093864006,0.865041996627989
JCP2022_001879,5,0.9613562374906955,0.9567490753132237
JCP2022_001881,5,0.9029161219651403,0.8974418184724884
JCP2022_001886,5,0.6731543139064813,0.6774172773364533
JCP2022_001894,5,0.91050316585928,0.9133559035253139
JCP2022_001898,5,0.920115210269155,0.9419999754620527
JCP2022_001899,5,1.0319032328114819,1.0331392299268969
JCP2022_001903,5,1.0542500886282926,1.0715327475450815
JCP2022_001907,5,0.9536525945943477,0.9487585025448462
JCP2022_001911,5,1.084011015149819,1.0855340415270565
JCP2022_001915,5,1.02564930269929,1.0258679136056408
JCP2022_001920,5,0.7741109055723625,0.7626949379115571
JCP2022_001921,5,0.19953253040416252,0.18189566764937837
JCP2022_001929,5,1.028553903060882,1.0288887241348355
JCP2022_001930,5,0.9031180441689608,0.9063678082112074
JCP2022_001934,5,0.6631652114651226,0.6513763017310383
JCP2022_001940,5,0.9413848228939655,0.9538497176064634
JCP2022_001946,5,0.9071605304570146,0.8977696596595206
JCP2022_001950,5,0.8596433534905483,0.8490261619411463
JCP2022_001953,5,0.8252414408619521,0.8306270929607953
JCP2022_001960,5,0.812927124449115,0.8081836289359977
JCP2022_001961,5,0.9461964014568919,0.9416482024935974
JCP2022_001968,5,0.8781056449585009,0.8792245252172153
JCP2022_001970,5,0.9824577402331982,0.9918819542794555
JCP2022_001981,5,1.0500352622809395,1.0525431824593887
JCP2022_001986,5,1.0477728569251128,1.0501248481499754
JCP2022_001993,5,0.9449906743698421,0.9397987344763274
JCP2022_001998,5,0.7366155170624545,0.7321703886271468
JCP2022_002000,5,0.9516996354935208,0.9459348513813672
JCP2022_002007,5,1.110414406472962,1.1185583443522609
JCP2022_002009,5,0.7534301467234062,0.7678678564113115
JCP2022_002010,5,0.8842719342345728,0.8845407300348714
JCP2022_002012,5,1.0698721713307435,1.073208357778115
JCP2022_002013,5,1.0205592039153804,1.0209203613259643
JCP2022_002030,5,0.9552870716402976,0.974611179307356
JCP2022_002032,5,0.9316729195377998,0.946455922159924
JCP2022_002035,5,0.9460334204772383,0.9449826886520885
JCP2022_002038,5,0.9363947705697432,0.92633124743678
JCP2022_002041,5,0.5049270895538693,0.5023373861052967
JCP2022_002043,5,0.9313936007275772,0.9440324614234832
JCP2022_002045,5,1.0840115422368157,1.093128885203727
JCP2022_002050,5,1.0083320845931434,1.0129093332956771
JCP2022_002052,5,0.8881753134903022,0.8910429898027423
JCP2022_002064,5,0.8726825137451562,0.8534468473953974
JCP2022_002069,6,0.79966712897239,0.7995475712313342
JCP2022_002083,5,0.7906651707951812,0.7820681722769608
JCP2022_002084,6,0.4990456716737188,0.5018805825053674
JCP2022_002087,5,0.9577820438427874,0.9548001875341233
JCP2022_002100,5,1.0762383703741607,1.078149255142579
JCP2022_002104,5,0.8536170196569555,0.8859693405079382
